# Title: August 2025 Contiguous U.S. County Precipitation
# Units: Inches
# Note: Period of Record: 131 Years
ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
IN-089,Lake County,Indiana,3.79,82,0.23,3.56
IN-091,LaPorte County,Indiana,3.89,83,0.25,3.64
IN-093,Lawrence County,Indiana,3.69,72,-0.11,3.8
IN-095,Madison County,Indiana,1.92,15,-1.55,3.47
IN-097,Marion County,Indiana,1.4,5,-2.04,3.44
IN-099,Marshall County,Indiana,3.06,50,-0.65,3.71
IN-101,Martin County,Indiana,4.4,90,0.57,3.83
IN-103,Miami County,Indiana,1.51,3,-1.99,3.5
IN-105,Monroe County,Indiana,2.19,37,-1.51,3.7
IN-107,Montgomery County,Indiana,1.13,3,-2.43,3.56
IN-109,Morgan County,Indiana,1.18,5,-2.31,3.49
IN-111,Newton County,Indiana,2.87,52,-0.54,3.41
IN-113,Noble County,Indiana,1.32,7,-2.18,3.5
IN-115,Ohio County,Indiana,1.47,10,-1.97,3.44
IN-117,Orange County,Indiana,4.24,91,0.46,3.78
IN-119,Owen County,Indiana,2.32,40,-1.26,3.58
IN-121,Parke County,Indiana,1.25,7,-2.17,3.42
IN-123,Perry County,Indiana,1.4,16,-2.11,3.51
IN-125,Pike County,Indiana,2.89,56,-0.59,3.48
IN-127,Porter County,Indiana,3.8,75,0.2,3.61
IN-129,Posey County,Indiana,1.26,15,-2.13,3.39
IN-131,Pulaski County,Indiana,2.29,25,-1.28,3.57
IN-133,Putnam County,Indiana,1.43,10,-2.15,3.58
IN-135,Randolph County,Indiana,1.33,4,-2.07,3.4
IN-137,Ripley County,Indiana,1.49,9,-1.93,3.42
IN-139,Rush County,Indiana,2.85,63,-0.56,3.41
IN-141,St. Joseph County,Indiana,3.1,52,-0.58,3.68
IN-143,Scott County,Indiana,1.1,3,-2.45,3.55
IN-145,Shelby County,Indiana,2.49,44,-0.98,3.47
IN-147,Spencer County,Indiana,0.87,5,-2.51,3.38
IN-149,Starke County,Indiana,3.26,59,-0.42,3.68
IN-151,Steuben County,Indiana,1.14,5,-2.02,3.16
IN-153,Sullivan County,Indiana,2.68,51,-0.69,3.37
IN-155,Switzerland County,Indiana,1.12,6,-2.4,3.52
IN-157,Tippecanoe County,Indiana,1.76,14,-1.7,3.46
IN-159,Tipton County,Indiana,1.41,6,-1.98,3.39
IN-161,Union County,Indiana,2.17,29,-1.33,3.5
IN-163,Vanderburgh County,Indiana,0.97,11,-2.29,3.26
IN-165,Vermillion County,Indiana,1.13,4,-2.22,3.35
IN-167,Vigo County,Indiana,2.06,35,-1.23,3.29
IN-169,Wabash County,Indiana,1.29,2,-2.19,3.48
IN-171,Warren County,Indiana,1.51,6,-1.96,3.47
IN-173,Warrick County,Indiana,0.97,8,-2.35,3.32
IN-175,Washington County,Indiana,2.16,26,-1.49,3.65
IN-177,Wayne County,Indiana,1.98,23,-1.47,3.45
IN-179,Wells County,Indiana,1,1,-2.29,3.29
IN-181,White County,Indiana,1.63,6,-1.83,3.46
IN-183,Whitley County,Indiana,1.23,3,-2.14,3.37
IA-001,Adair County,Iowa,3.11,60,-0.89,4
IA-003,Adams County,Iowa,1.72,20,-2.38,4.1
IA-005,Allamakee County,Iowa,4.64,93,0.6,4.04
IA-007,Appanoose County,Iowa,3.9,75,0.03,3.87
IA-009,Audubon County,Iowa,3.97,78,-0.06,4.03
IA-011,Benton County,Iowa,4.22,88,0.41,3.81
IA-013,Black Hawk County,Iowa,3.46,65,-0.35,3.81
IA-015,Boone County,Iowa,3.67,70,-0.11,3.78
IA-017,Bremer County,Iowa,4.19,81,0.19,4
IA-019,Buchanan County,Iowa,4.86,94,0.91,3.95
IA-021,Buena Vista County,Iowa,2.73,50,-0.85,3.58
IA-023,Butler County,Iowa,3.63,69,-0.32,3.95
IA-025,Calhoun County,Iowa,3.49,68,-0.18,3.67
IA-027,Carroll County,Iowa,3.99,76,0.16,3.83
IA-029,Cass County,Iowa,3.02,51,-0.92,3.94
IA-031,Cedar County,Iowa,3.46,60,-0.53,3.99
IA-033,Cerro Gordo County,Iowa,3.93,75,-0.17,4.1
IA-035,Cherokee County,Iowa,3,61,-0.41,3.41
IA-037,Chickasaw County,Iowa,5.03,99,0.95,4.08
IA-039,Clarke County,Iowa,3.38,63,-0.48,3.86
IA-041,Clay County,Iowa,3.03,53,-0.72,3.75
IA-043,Clayton County,Iowa,4.72,94,0.58,4.14
IA-045,Clinton County,Iowa,3.66,69,-0.29,3.95
IA-047,Crawford County,Iowa,4.5,89,0.81,3.69
IA-049,Dallas County,Iowa,3.41,61,-0.61,4.02
IA-051,Davis County,Iowa,1.96,23,-1.76,3.72
IA-053,Decatur County,Iowa,1.79,23,-2.14,3.93
IA-055,Delaware County,Iowa,4.99,98,0.86,4.13
IA-057,Des Moines County,Iowa,1.91,25,-1.75,3.66
IA-059,Dickinson County,Iowa,3.88,74,0.07,3.81
IA-061,Dubuque County,Iowa,5.51,107,1.49,4.02
IA-063,Emmet County,Iowa,4.15,82,0.25,3.9
IA-065,Fayette County,Iowa,4.77,97,0.66,4.11
IA-067,Floyd County,Iowa,4.66,92,0.59,4.07
IA-069,Franklin County,Iowa,3.07,53,-0.87,3.94
IA-071,Fremont County,Iowa,2.72,46,-1.28,4
IA-073,Greene County,Iowa,3.57,65,-0.34,3.91
IA-075,Grundy County,Iowa,2.97,51,-0.83,3.8
IA-077,Guthrie County,Iowa,3.45,63,-0.5,3.95
IA-079,Hamilton County,Iowa,2.95,45,-0.75,3.7
IA-081,Hancock County,Iowa,4.01,76,-0.05,4.06
IA-083,Hardin County,Iowa,3.07,50,-0.75,3.82
IA-085,Harrison County,Iowa,4.68,93,0.98,3.7
IA-087,Henry County,Iowa,1.83,16,-2.02,3.85
IA-089,Howard County,Iowa,6.17,112,2.05,4.12
IA-091,Humboldt County,Iowa,2.61,41,-1.18,3.79
IA-093,Ida County,Iowa,3.79,82,0.24,3.55
IA-095,Iowa County,Iowa,3.23,60,-0.49,3.72
IA-097,Jackson County,Iowa,4.97,97,1.03,3.94
IA-099,Jasper County,Iowa,2.11,27,-1.63,3.74
IA-101,Jefferson County,Iowa,1.18,7,-2.69,3.87
IA-103,Johnson County,Iowa,2.72,46,-1.02,3.74
IA-105,Jones County,Iowa,4.95,104,1.06,3.89
IA-107,Keokuk County,Iowa,1.87,26,-1.75,3.62
IA-109,Kossuth County,Iowa,4.01,73,-0.02,4.03
IA-111,Lee County,Iowa,1.56,16,-2.05,3.61
IA-113,Linn County,Iowa,4.89,98,1.06,3.83
IA-115,Louisa County,Iowa,1.98,24,-1.77,3.75
IA-117,Lucas County,Iowa,2.47,37,-1.34,3.81
IA-119,Lyon County,Iowa,2.42,43,-0.94,3.36
IA-121,Madison County,Iowa,3.65,68,-0.41,4.06
IA-123,Mahaska County,Iowa,1.61,17,-2.07,3.68
IA-125,Marion County,Iowa,1.57,14,-2.27,3.84
IA-127,Marshall County,Iowa,2.99,52,-0.73,3.72
IA-129,Mills County,Iowa,3,52,-1.03,4.03
IA-131,Mitchell County,Iowa,5.06,102,0.92,4.14
IA-133,Monona County,Iowa,4.63,100,1.13,3.5
IA-135,Monroe County,Iowa,2.91,54,-0.88,3.79
IA-137,Montgomery County,Iowa,2.46,35,-1.65,4.11
IA-139,Muscatine County,Iowa,3.09,58,-0.72,3.81
IA-141,O&#039;Brien County,Iowa,3.15,58,-0.55,3.7
IA-143,Osceola County,Iowa,3.39,62,-0.34,3.73
IA-145,Page County,Iowa,2.13,25,-1.99,4.12
IA-147,Palo Alto County,Iowa,3.39,60,-0.44,3.83
IA-149,Plymouth County,Iowa,3.29,75,0.11,3.18
IA-151,Pocahontas County,Iowa,2.74,50,-0.9,3.64
IA-153,Polk County,Iowa,3.47,64,-0.52,3.99
IA-155,Pottawattamie County,Iowa,3.54,66,-0.35,3.89
IA-157,Poweshiek County,Iowa,1.87,21,-1.86,3.73
IA-159,Ringgold County,Iowa,1.46,15,-2.58,4.04
IA-161,Sac County,Iowa,3.59,78,-0.01,3.6
IA-163,Scott County,Iowa,3.21,59,-0.66,3.87
IA-165,Shelby County,Iowa,4.17,80,0.24,3.93
IA-167,Sioux County,Iowa,2.75,54,-0.58,3.33
IA-169,Story County,Iowa,4.19,86,0.43,3.76
IA-171,Tama County,Iowa,2.59,41,-1.26,3.85
IA-173,Taylor County,Iowa,1.46,13,-2.68,4.14
IA-175,Union County,Iowa,2.78,44,-1.15,3.93
IA-177,Van Buren County,Iowa,1.33,14,-2.44,3.77
IA-179,Wapello County,Iowa,1.97,24,-1.76,3.73
IA-181,Warren County,Iowa,2.71,40,-1.39,4.1
IA-183,Washington County,Iowa,1.3,11,-2.41,3.71
IA-185,Wayne County,Iowa,2.67,40,-1.22,3.89
IA-187,Webster County,Iowa,2.89,50,-0.81,3.7
IA-189,Winnebago County,Iowa,5,93,0.88,4.12
IA-191,Winneshiek County,Iowa,5.95,110,1.83,4.12
IA-193,Woodbury County,Iowa,3.97,87,0.64,3.33
IA-195,Worth County,Iowa,4.8,95,0.71,4.09
IA-197,Wright County,Iowa,2.71,39,-1.12,3.83
KS-001,Allen County,Kansas,3.54,78,-0.15,3.69
KS-003,Anderson County,Kansas,2.84,51,-0.96,3.8
KS-005,Atchison County,Kansas,1.25,7,-2.71,3.96
KS-007,Barber County,Kansas,4.35,104,1.41,2.94
KS-009,Barton County,Kansas,5.72,121,2.63,3.09
KS-011,Bourbon County,Kansas,2.84,51,-0.84,3.68
KS-013,Brown County,Kansas,2.15,29,-1.78,3.93
KS-015,Butler County,Kansas,3.8,80,0.36,3.44
KS-017,Chase County,Kansas,3.7,79,0.11,3.59
KS-019,Chautauqua County,Kansas,3.61,74,0.22,3.39
KS-021,Cherokee County,Kansas,2.81,51,-0.74,3.55
KS-023,Cheyenne County,Kansas,3.57,103,1.12,2.45
KS-025,Clark County,Kansas,5.79,127,3.07,2.72
KS-027,Clay County,Kansas,2.9,52,-0.7,3.6
KS-029,Cloud County,Kansas,2.9,52,-0.54,3.44
KS-031,Coffey County,Kansas,3.9,80,0.14,3.76
KS-033,Comanche County,Kansas,5.61,122,2.77,2.84
KS-035,Cowley County,Kansas,4.43,93,1.14,3.29
KS-037,Crawford County,Kansas,3.08,61,-0.54,3.62
KS-039,Decatur County,Kansas,3.68,102,0.97,2.71
KS-041,Dickinson County,Kansas,3.26,67,-0.15,3.41
KS-043,Doniphan County,Kansas,1.12,6,-2.84,3.96
KS-045,Douglas County,Kansas,2.16,28,-1.77,3.93
KS-047,Edwards County,Kansas,5.23,116,2.31,2.92
KS-049,Elk County,Kansas,3.17,66,-0.18,3.35
KS-051,Ellis County,Kansas,3.3,86,0.35,2.95
KS-053,Ellsworth County,Kansas,3.4,75,0.28,3.12
KS-055,Finney County,Kansas,3.57,109,1.18,2.39
KS-057,Ford County,Kansas,4.84,117,2.12,2.72
KS-059,Franklin County,Kansas,2.17,35,-1.68,3.85
KS-061,Geary County,Kansas,3.17,60,-0.6,3.77
KS-063,Gove County,Kansas,3.26,97,0.59,2.67
KS-065,Graham County,Kansas,2.82,74,0.03,2.79
KS-067,Grant County,Kansas,3.16,93,0.73,2.43
KS-069,Gray County,Kansas,4.11,118,1.6,2.51
KS-071,Greeley County,Kansas,3.54,106,1.15,2.39
KS-073,Greenwood County,Kansas,4.39,89,0.94,3.45
KS-075,Hamilton County,Kansas,2.72,89,0.42,2.3
KS-077,Harper County,Kansas,4.56,102,1.52,3.04
KS-079,Harvey County,Kansas,3.99,87,0.58,3.41
KS-081,Haskell County,Kansas,3.72,110,1.26,2.46
KS-083,Hodgeman County,Kansas,4.43,118,1.95,2.49
KS-085,Jackson County,Kansas,2.13,27,-1.76,3.89
KS-087,Jefferson County,Kansas,2.66,28,-1.33,3.99
KS-089,Jewell County,Kansas,2.66,54,-0.48,3.14
KS-091,Johnson County,Kansas,1.17,13,-2.66,3.83
KS-093,Kearny County,Kansas,3.02,100,0.65,2.37
KS-095,Kingman County,Kansas,4.22,95,1.2,3.02
KS-097,Kiowa County,Kansas,5.21,116,2.31,2.9
KS-099,Labette County,Kansas,2.94,57,-0.51,3.45
KS-101,Lane County,Kansas,3.38,100,0.81,2.57
KS-103,Leavenworth County,Kansas,1.53,15,-2.35,3.88
KS-105,Lincoln County,Kansas,3.11,67,0.1,3.01
KS-107,Linn County,Kansas,1.99,34,-1.85,3.84
KS-109,Logan County,Kansas,3.09,99,0.58,2.51
KS-111,Lyon County,Kansas,3.82,77,0.07,3.75
KS-113,McPherson County,Kansas,4.37,96,1.05,3.32
KS-115,Marion County,Kansas,4.54,93,1.07,3.47
KS-117,Marshall County,Kansas,1.72,20,-2.16,3.88
KS-119,Meade County,Kansas,4.99,127,2.44,2.55
KS-121,Miami County,Kansas,1.01,10,-2.86,3.87
KS-123,Mitchell County,Kansas,3.23,69,0.13,3.1
KS-125,Montgomery County,Kansas,2.84,56,-0.41,3.25
KS-127,Morris County,Kansas,2.74,46,-0.94,3.68
KS-129,Morton County,Kansas,3.02,95,0.71,2.31
KS-131,Nemaha County,Kansas,1.82,19,-2.12,3.94
KS-133,Neosho County,Kansas,3.48,67,-0.05,3.53
KS-135,Ness County,Kansas,3.41,97,0.72,2.69
KS-137,Norton County,Kansas,3.39,89,0.54,2.85
KS-139,Osage County,Kansas,4.11,74,0.29,3.82
KS-141,Osborne County,Kansas,3.66,96,0.73,2.93
KS-143,Ottawa County,Kansas,2.7,52,-0.52,3.22
KS-145,Pawnee County,Kansas,5.39,117,2.41,2.98
KS-147,Phillips County,Kansas,3.23,78,0.26,2.97
KS-149,Pottawatomie County,Kansas,2.34,30,-1.54,3.88
KS-151,Pratt County,Kansas,4.15,98,1.2,2.95
KS-153,Rawlins County,Kansas,4.4,121,1.86,2.54
KS-155,Reno County,Kansas,4.39,99,1.31,3.08
KS-157,Republic County,Kansas,2.23,40,-1.12,3.35
KS-159,Rice County,Kansas,4.55,103,1.43,3.12
KS-161,Riley County,Kansas,2.65,41,-1.1,3.75
KS-163,Rooks County,Kansas,2.96,74,0.15,2.81
KS-165,Rush County,Kansas,4.5,111,1.55,2.95
KS-167,Russell County,Kansas,4.09,97,1.07,3.02
KS-169,Saline County,Kansas,2.25,43,-0.99,3.24
KS-171,Scott County,Kansas,3.24,105,0.78,2.46
KS-173,Sedgwick County,Kansas,3.42,78,0.22,3.2
KS-175,Seward County,Kansas,4.34,121,1.92,2.42
KS-177,Shawnee County,Kansas,3.7,68,-0.17,3.87
KS-179,Sheridan County,Kansas,3.64,106,0.95,2.69
KS-181,Sherman County,Kansas,3.61,109,1.14,2.47
KS-183,Smith County,Kansas,3.4,84,0.5,2.91
KS-185,Stafford County,Kansas,5.19,117,2.24,2.95
KS-187,Stanton County,Kansas,3.05,99,0.72,2.33
KS-189,Stevens County,Kansas,3.59,102,1.16,2.43
KS-191,Sumner County,Kansas,4.53,100,1.37,3.16
KS-193,Thomas County,Kansas,4.42,118,1.87,2.55
KS-195,Trego County,Kansas,2.76,67,-0.07,2.83
KS-197,Wabaunsee County,Kansas,3.35,60,-0.47,3.82
KS-199,Wallace County,Kansas,3.68,113,1.27,2.41
KS-201,Washington County,Kansas,2.06,28,-1.61,3.67
KS-203,Wichita County,Kansas,3.25,104,0.88,2.37
KS-205,Wilson County,Kansas,3.33,73,0,3.33
KS-207,Woodson County,Kansas,4.33,89,0.68,3.65
KS-209,Wyandotte County,Kansas,1.09,13,-2.68,3.77
KY-001,Adair County,Kentucky,0.92,3,-3.18,4.1
KY-003,Allen County,Kentucky,1.09,3,-2.65,3.74
KY-005,Anderson County,Kentucky,1.11,6,-2.63,3.74
KY-007,Ballard County,Kentucky,1.17,13,-2.17,3.34
KY-009,Barren County,Kentucky,1.01,4,-2.82,3.83
KY-011,Bath County,Kentucky,1.03,2,-3.03,4.06
KY-013,Bell County,Kentucky,3.05,41,-0.98,4.03
KY-015,Boone County,Kentucky,1.76,16,-1.71,3.47
KY-017,Bourbon County,Kentucky,0.67,1,-3.19,3.86
KY-019,Boyd County,Kentucky,1.19,3,-2.54,3.73
KY-021,Boyle County,Kentucky,2.25,24,-1.59,3.84
KY-023,Bracken County,Kentucky,1.13,2,-2.85,3.98
KY-025,Breathitt County,Kentucky,1.8,12,-2.35,4.15
KY-027,Breckinridge County,Kentucky,0.95,2,-2.5,3.45
KY-029,Bullitt County,Kentucky,0.99,3,-2.48,3.47
KY-031,Butler County,Kentucky,0.99,5,-2.37,3.36
KY-033,Caldwell County,Kentucky,0.7,5,-2.6,3.3
KY-035,Calloway County,Kentucky,0.55,5,-2.75,3.3
KY-037,Campbell County,Kentucky,1.5,8,-2.2,3.7
KY-039,Carlisle County,Kentucky,0.95,7,-2.33,3.28
KY-041,Carroll County,Kentucky,0.95,3,-2.61,3.56
KY-043,Carter County,Kentucky,1.02,1,-2.74,3.76
KY-045,Casey County,Kentucky,2.02,18,-1.99,4.01
KY-047,Christian County,Kentucky,0.49,1,-2.85,3.34
KY-049,Clark County,Kentucky,1.03,1,-2.92,3.95
KY-051,Clay County,Kentucky,1.31,2,-2.96,4.27
KY-053,Clinton County,Kentucky,1.68,10,-2.36,4.04
KY-055,Crittenden County,Kentucky,0.85,6,-2.44,3.29
KY-057,Cumberland County,Kentucky,1.19,4,-2.82,4.01
KY-059,Daviess County,Kentucky,0.43,1,-2.8,3.23
KY-061,Edmonson County,Kentucky,1.18,6,-2.42,3.6
KY-063,Elliott County,Kentucky,1.28,1,-2.62,3.9
KY-065,Estill County,Kentucky,1.47,4,-2.55,4.02
KY-067,Fayette County,Kentucky,0.86,1,-2.89,3.75
KY-069,Fleming County,Kentucky,0.82,1,-3.15,3.97
KY-071,Floyd County,Kentucky,2.72,30,-1.13,3.85
KY-073,Franklin County,Kentucky,0.81,2,-2.88,3.69
KY-075,Fulton County,Kentucky,0.44,3,-2.92,3.36
KY-077,Gallatin County,Kentucky,1.3,7,-2.25,3.55
KY-079,Garrard County,Kentucky,1.86,11,-1.94,3.8
KY-081,Grant County,Kentucky,1.46,8,-2.13,3.59
KY-083,Graves County,Kentucky,0.7,5,-2.67,3.37
KY-085,Grayson County,Kentucky,1.21,6,-2.33,3.54
KY-087,Green County,Kentucky,0.76,1,-3.24,4
KY-089,Greenup County,Kentucky,0.77,1,-2.95,3.72
KY-091,Hancock County,Kentucky,0.61,2,-2.77,3.38
KY-093,Hardin County,Kentucky,1.09,3,-2.45,3.54
KY-095,Harlan County,Kentucky,3.75,55,-0.57,4.32
KY-097,Harrison County,Kentucky,0.99,3,-2.88,3.87
KY-099,Hart County,Kentucky,1.04,3,-2.76,3.8
KY-101,Henderson County,Kentucky,0.83,9,-2.44,3.27
KY-103,Henry County,Kentucky,0.98,5,-2.65,3.63
KY-105,Hickman County,Kentucky,0.69,7,-2.63,3.32
KY-107,Hopkins County,Kentucky,0.61,5,-2.69,3.3
KY-109,Jackson County,Kentucky,1.28,1,-2.83,4.11
KY-111,Jefferson County,Kentucky,1.11,5,-2.36,3.47
KY-113,Jessamine County,Kentucky,1.21,3,-2.46,3.67
KY-115,Johnson County,Kentucky,1.93,12,-1.93,3.86
KY-117,Kenton County,Kentucky,1.67,12,-1.93,3.6
KY-119,Knott County,Kentucky,2.7,32,-1.4,4.1
KY-121,Knox County,Kentucky,2.08,11,-2.03,4.11
KY-123,Larue County,Kentucky,0.96,2,-2.82,3.78
KY-125,Laurel County,Kentucky,1.31,2,-2.67,3.98
KY-127,Lawrence County,Kentucky,1.57,3,-2.23,3.8
KY-129,Lee County,Kentucky,1.47,4,-2.63,4.1
KY-131,Leslie County,Kentucky,2.11,11,-2.27,4.38
KY-133,Letcher County,Kentucky,3.78,59,-0.44,4.22
KY-135,Lewis County,Kentucky,0.59,1,-3.26,3.85
KY-137,Lincoln County,Kentucky,2.29,20,-1.64,3.93
KY-139,Livingston County,Kentucky,1,8,-2.39,3.39
KY-141,Logan County,Kentucky,0.78,2,-2.69,3.47
KY-143,Lyon County,Kentucky,0.75,8,-2.61,3.36
KY-145,McCracken County,Kentucky,1.16,13,-2.19,3.35
KY-147,McCreary County,Kentucky,1.92,10,-2.1,4.02
KY-149,McLean County,Kentucky,0.52,2,-2.74,3.26
KY-151,Madison County,Kentucky,1.46,6,-2.4,3.86
KY-153,Magoffin County,Kentucky,2.07,17,-1.9,3.97
KY-155,Marion County,Kentucky,1.45,9,-2.33,3.78
KY-157,Marshall County,Kentucky,0.76,7,-2.52,3.28
KY-159,Martin County,Kentucky,2.35,22,-1.59,3.94
KY-161,Mason County,Kentucky,0.69,1,-3.27,3.96
KY-163,Meade County,Kentucky,1.07,6,-2.33,3.4
KY-165,Menifee County,Kentucky,1.42,5,-2.75,4.17
KY-167,Mercer County,Kentucky,1.57,7,-2.08,3.65
KY-169,Metcalfe County,Kentucky,0.81,1,-3.13,3.94
KY-171,Monroe County,Kentucky,1.04,4,-2.99,4.03
KY-173,Montgomery County,Kentucky,1.08,4,-2.98,4.06
KY-175,Morgan County,Kentucky,1.57,4,-2.49,4.06
KY-177,Muhlenberg County,Kentucky,0.8,5,-2.48,3.28
KY-179,Nelson County,Kentucky,1.06,4,-2.54,3.6
KY-181,Nicholas County,Kentucky,0.78,1,-3.19,3.97
KY-183,Ohio County,Kentucky,0.78,5,-2.5,3.28
KY-185,Oldham County,Kentucky,1.13,5,-2.53,3.66
KY-187,Owen County,Kentucky,1.09,4,-2.48,3.57
KY-189,Owsley County,Kentucky,1.22,2,-2.94,4.16
KY-191,Pendleton County,Kentucky,1.39,6,-2.43,3.82
KY-193,Perry County,Kentucky,2.21,13,-2.06,4.27
KY-195,Pike County,Kentucky,3.05,42,-0.88,3.93
KY-197,Powell County,Kentucky,1.53,6,-2.55,4.08
KY-199,Pulaski County,Kentucky,1.66,6,-2.27,3.93
KY-201,Robertson County,Kentucky,0.93,1,-3.02,3.95
KY-203,Rockcastle County,Kentucky,1.63,6,-2.36,3.99
KY-205,Rowan County,Kentucky,1.02,2,-3.01,4.03
KY-207,Russell County,Kentucky,1.2,4,-2.87,4.07
KY-209,Scott County,Kentucky,0.82,1,-2.91,3.73
KY-211,Shelby County,Kentucky,0.99,3,-2.77,3.76
KY-213,Simpson County,Kentucky,1.03,3,-2.5,3.53
KY-215,Spencer County,Kentucky,1.07,6,-2.64,3.71
KY-217,Taylor County,Kentucky,1.13,3,-2.85,3.98
KY-219,Todd County,Kentucky,0.57,1,-2.9,3.47
KY-221,Trigg County,Kentucky,0.48,2,-2.83,3.31
KY-223,Trimble County,Kentucky,1.01,5,-2.55,3.56
KY-225,Union County,Kentucky,0.95,9,-2.4,3.35
KY-227,Warren County,Kentucky,0.95,2,-2.51,3.46
KY-229,Washington County,Kentucky,1.49,9,-2.18,3.67
KY-231,Wayne County,Kentucky,1.64,8,-2.38,4.02
KY-233,Webster County,Kentucky,0.72,5,-2.59,3.31
KY-235,Whitley County,Kentucky,2.39,20,-1.59,3.98
KY-237,Wolfe County,Kentucky,1.71,8,-2.42,4.13
KY-239,Woodford County,Kentucky,0.95,1,-2.74,3.69
LA-001,Acadia Parish,Louisiana,3.89,41,-1.26,5.15
LA-003,Allen Parish,Louisiana,3.46,43,-1.21,4.67
LA-005,Ascension Parish,Louisiana,4.82,38,-1.38,6.2
LA-007,Assumption Parish,Louisiana,5.08,42,-1.33,6.41
LA-009,Avoyelles Parish,Louisiana,5.39,100,1.34,4.05
LA-011,Beauregard Parish,Louisiana,4.36,75,-0.14,4.5
LA-013,Bienville Parish,Louisiana,4.09,95,0.8,3.29
LA-015,Bossier Parish,Louisiana,4.32,104,1.28,3.04
LA-017,Caddo Parish,Louisiana,4.86,113,1.93,2.93
LA-019,Calcasieu Parish,Louisiana,4.65,66,-0.42,5.07
LA-021,Caldwell Parish,Louisiana,7.37,127,4.08,3.3
LA-023,Cameron Parish,Louisiana,4.6,48,-1.21,5.81
LA-025,Catahoula Parish,Louisiana,6.08,115,2.42,3.66
LA-027,Claiborne Parish,Louisiana,3.66,86,0.39,3.27
LA-029,Concordia Parish,Louisiana,5.25,102,1.32,3.93
LA-031,De Soto Parish,Louisiana,6.56,122,3.47,3.09
LA-033,East Baton Rouge Parish,Louisiana,4.81,49,-0.87,5.68
LA-035,East Carroll Parish,Louisiana,5.13,109,1.85,3.28
LA-037,East Feliciana Parish,Louisiana,4.89,56,-0.7,5.59
LA-039,Evangeline Parish,Louisiana,4.29,68,-0.3,4.59
LA-041,Franklin Parish,Louisiana,6.49,123,3.1,3.39
LA-043,Grant Parish,Louisiana,6.09,118,2.61,3.48
LA-045,Iberia Parish,Louisiana,3.9,25,-2.1,6
LA-047,Iberville Parish,Louisiana,4.88,48,-0.83,5.71
LA-049,Jackson Parish,Louisiana,4.79,105,1.56,3.23
LA-051,Jefferson Parish,Louisiana,5.23,36,-1.31,6.54
LA-053,Jefferson Davis Parish,Louisiana,4.38,54,-0.93,5.31
LA-055,Lafayette Parish,Louisiana,3.53,30,-1.76,5.29
LA-057,Lafourche Parish,Louisiana,5.13,31,-1.66,6.79
LA-059,La Salle Parish,Louisiana,6.26,118,2.7,3.56
LA-061,Lincoln Parish,Louisiana,3.46,84,0.29,3.17
LA-063,Livingston Parish,Louisiana,4.8,39,-1.2,6
LA-065,Madison Parish,Louisiana,5.38,107,2.02,3.36
LA-067,Morehouse Parish,Louisiana,4.08,92,0.87,3.21
LA-069,Natchitoches Parish,Louisiana,5.76,114,2.33,3.43
LA-071,Orleans Parish,Louisiana,5.14,42,-1.01,6.15
LA-073,Ouachita Parish,Louisiana,4.58,106,1.47,3.11
LA-075,Plaquemines Parish,Louisiana,5.34,34,-1.67,7.01
LA-077,Pointe Coupee Parish,Louisiana,3.95,50,-1.02,4.97
LA-079,Rapides Parish,Louisiana,6.14,108,2.31,3.83
LA-081,Red River Parish,Louisiana,5.33,113,2.15,3.18
LA-083,Richland Parish,Louisiana,5.42,110,2.21,3.21
LA-085,Sabine Parish,Louisiana,5.38,110,1.92,3.46
LA-087,St. Bernard Parish,Louisiana,5.23,41,-1.26,6.49
LA-089,St. Charles Parish,Louisiana,5.17,37,-1.2,6.37
LA-091,St. Helena Parish,Louisiana,4.97,58,-0.66,5.63
LA-093,St. James Parish,Louisiana,4.97,41,-1.36,6.33
LA-095,St. John the Baptist Parish,Louisiana,5.09,40,-1.09,6.18
LA-097,St. Landry Parish,Louisiana,4.09,54,-0.67,4.76
LA-099,St. Martin Parish,Louisiana,4.15,35,-1.54,5.69
LA-101,St. Mary Parish,Louisiana,4.56,30,-1.9,6.46
LA-103,St. Tammany Parish,Louisiana,5.7,65,-0.11,5.81
LA-105,Tangipahoa Parish,Louisiana,5.16,62,-0.47,5.63
LA-107,Tensas Parish,Louisiana,5.98,114,2.5,3.48
LA-109,Terrebonne Parish,Louisiana,5.01,29,-1.86,6.87
LA-111,Union Parish,Louisiana,3.37,84,0.21,3.16
LA-113,Vermilion Parish,Louisiana,3.91,24,-2.05,5.96
LA-115,Vernon Parish,Louisiana,5.81,115,1.84,3.97
LA-117,Washington Parish,Louisiana,5.39,69,-0.02,5.41
LA-119,Webster Parish,Louisiana,4.18,96,0.96,3.22
LA-121,West Baton Rouge Parish,Louisiana,4.84,51,-0.58,5.42
LA-123,West Carroll Parish,Louisiana,4.97,110,1.7,3.27
LA-125,West Feliciana Parish,Louisiana,4.12,53,-0.98,5.1
LA-127,Winn Parish,Louisiana,5.82,112,2.45,3.37
ME-001,Androscoggin County,Maine,0.75,3,-2.6,3.35
ME-003,Aroostook County,Maine,2.33,24,-1.3,3.63
ME-005,Cumberland County,Maine,1.08,4,-2.2,3.28
ME-007,Franklin County,Maine,1.69,6,-2.19,3.88
ME-009,Hancock County,Maine,1.85,23,-1.29,3.14
ME-011,Kennebec County,Maine,1.26,10,-1.94,3.2
